Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_049180555.1	ASM4918055v1	Tadorna tadornoides					KT34125			Scaffold	2025-03-30	JBMBRP01	150438
GCA_047292275.1	ASM4729227v1	Tockus jacksoni					LACM 75256			Scaffold	2025-01-28	JBKOJN01	20731
GCA_040967875.1	ASM4096787v1	Muscicapa olivascens					DRL 907			Scaffold	2024-07-30	JBEWZC01	22542
GCA_035040975.1	ASM3504097v1	Myioborus melanocephalus					IRGN AL886			Scaffold	2024-01-03	JAWWLS01	29897
GCA_047291695.1	ASM4729169v1	Ceratogymna atrata					LACM 66867			Scaffold	2025-01-28	JBKOJJ01	13765
GCA_045787355.1	ASM4578735v1	Serinus serinus					B10K-D-MOB-84	female		Scaffold	2024-12-06	JBJGJJ01	192161
GCA_009806455.1	REN_Tetrax_1.0	Tetrax tetrax					T08N04531	male		Scaffold	2019-12-27	WHYT01	18031
GCA_038382005.1	ASM3838200v1	Spatula versicolor					UAM:Bird:17529			Scaffold	2024-04-18	JBBYHG01	99593
GCA_013398795.1	ASM1339879v1	Elachura formosa					B10K-IZCAS-20218		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNG01	9456
GCA_035047985.1	ASM3504798v1	Basileuterus tristriatus					IRGN AL131			Scaffold	2024-01-03	JAWWMR01	16903
GCA_034781315.1	ASM3478131v1	Accipiter madagascariensis					FMNH 449187			Scaffold	2023-12-28	JAVHUI01	8636
GCA_032165215.1	ASM3216521v1	Anas bernieri					IRGN SHbern			Scaffold	2023-09-28	JAUEKP01	14322
GCA_035047745.1	ASM3504774v1	Catamblyrhynchus diadema					IRGN AL882			Scaffold	2024-01-03	JAWWMN01	14845
GCA_010080425.1	BGI_Esch.V1	Eudyptes schlegeli					4458		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULF01	17083
GCA_049176575.1	ASM4917657v1	Dendrocygna arborea					MMNH:Bird:42302			Scaffold	2025-03-29	JBMAIB01	44754
GCA_035590315.1	ASM3559031v1	Hieraaetus wahlbergi					FMNH 474700			Scaffold	2024-01-11	JAVJGL01	6629
GCA_045783455.1	ASM4578345v1	Actitis macularius					B10K-DU-009-07	female		Scaffold	2024-12-06	JBJGGZ01	200440
GCA_045783395.1	ASM4578339v1	Xema sabini					B10K-DU-010-07	male		Scaffold	2024-12-06	JBJGGW01	131612
GCA_010082375.1	BGI_Emos.V1	Eudyptes moseleyi					NRP 118-1		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VULI01	20381
GCA_025435075.1	ASM2543507v1	Buteo lineatus								Scaffold	2022-09-27	JANVCS01	44363
GCA_045782245.1	ASM4578224v1	Anthus campestris					CUBE170	female		Scaffold	2024-12-06	JBJGFR01	188116
GCA_038442615.1	ASM3844261v1	Daptrius ater					FMNH 101040			Scaffold	2024-04-24	JAVJIE01	11084
GCA_040967735.1	ASM4096773v1	Otus rutilus					FMNH 363793			Scaffold	2024-07-30	JBEUDL01	39089
GCA_049180595.1	ASM4918059v1	Tadorna variegata					KT14881			Scaffold	2025-03-30	JBMBRR01	34234
GCA_035610455.1	ASM3561045v1	Gallirallus australis					MUNZ12767	male		Scaffold	2024-01-12	JAJOOZ01	33224
GCA_035040995.1	ASM3504099v1	Premnoplex brunnescens					IRGN AL133			Scaffold	2024-01-03	JAWWLT01	24441
GCA_035041235.1	ASM3504123v1	Myiothlypis chrysogaster					IRGN AL104			Scaffold	2024-01-03	JAWWLX01	28852
GCA_047291805.1	ASM4729180v1	Horizocerus hartlaubi					LACM 84728			Scaffold	2025-01-28	JBKOJH01	21030
GCA_025310135.1	ASM2531013v1	Buteo platypterus					ANSP 28755			Scaffold	2022-09-20	JAOBAO01	10644
GCA_013398915.1	ASM1339891v1	Dromas ardeola					B10K-DU-012-55		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZM01	37562
GCA_036026055.1	ASM3602605v1	Spinus crassirostris					FMNH 391991			Scaffold	2024-01-25	JAYRBZ01	16627
GCA_013399635.1	ASM1339963v1	Chordeiles acutipennis					B10K-DU-008-62	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAQ01	9595
GCA_046269285.1	ASM4626928v1	Cercococcyx olivinus					DRC 1086			Scaffold	2024-12-24	JBJNRL01	20771
GCA_038381655.1	ASM3838165v1	Tachyeres patachonicus					UAM:Bird:20714			Scaffold	2024-04-18	JBBYHP01	59908
GCA_041107915.1	ASM4110791v1	Parmoptila jamesoni					DRL 976			Scaffold	2024-08-08	JBFCYW01	19048
GCA_013390005.1	ASM1339000v1	Calyptomena viridis					B10K-DU-002-55	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	WEIV01	69385
GCA_047292255.1	ASM4729225v1	Tockus leucomelas					LACM 79320			Scaffold	2025-01-28	JBKOJO01	56275
GCA_045783195.1	ASM4578319v1	Tringa melanoleuca					B10K-DU-016-16	female		Scaffold	2024-12-06	JBJGGK01	192054
GCA_027475485.1	ASM2747548v1	Accipiter fasciatus					ANSP 27428			Scaffold	2022-12-28	JANBPN01	287220
GCA_040366135.1	ASM4036613v1	Rhipidura albolimbata					JDK1			Scaffold	2024-06-27	JABYRC01	63325
GCA_013401295.1	ASM1340129v1	Glareola pratincola					B10K-CU-031-08	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWPO01	12282
GCA_040967855.1	ASM4096785v1	Terpsiphone rufiventer					DRL 1000			Scaffold	2024-07-30	JBEWZE01	25152
GCA_035048045.1	ASM3504804v1	Chlorospingus semifuscus					IRGN AL824			Scaffold	2024-01-03	JAWWMS01	15193
GCA_013401065.1	ASM1340106v1	Cepphus grylle					OUT-0020	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUD01	60011
GCA_035221675.1	ASM3522167v1	Spatula smithii					IRGN REW674			Scaffold	2024-01-08	JAWDEW01	194113
GCA_034782455.1	ASM3478245v1	Accipiter francesiae					FMNH 393180			Scaffold	2023-12-28	JAVHMV01	8627
GCA_047291955.1	ASM4729195v1	Lophoceros camurus					LACM 70183			Scaffold	2025-01-28	JBKOJI01	26048
GCA_013400275.1	ASM1340027v1	Rhadina sibilatrix					B10K-DU-002-26	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYO01	50491
GCA_013399055.1	ASM1339905v1	Ramphastos sulfuratus					B10K-DU-001-30	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNM01	95483
GCA_009867315.2	ASM986731v2	Psittacus timneh					Z5AY2Y56IY	female		Scaffold	2022-11-27	WYDJ02	136836
GCA_038381965.1	ASM3838196v1	Amazonetta brasiliensis					UAM:Bird:14628			Scaffold	2024-04-18	JBBYHF01	68569
GCA_045783435.1	ASM4578343v1	Melanitta perspicillata					B10K-DU-009-70	female		Scaffold	2024-12-06	JBJGGX01	87363
GCA_025310495.1	ASM2531049v1	Harpagus bidentatus					ANSP 31945			Scaffold	2022-09-20	JAOBAP01	9806
GCA_035047845.1	ASM3504784v1	Dendrocincla fuliginosa					IRGN AL075			Scaffold	2024-01-03	JAWWMO01	33025
GCA_013398155.1	ASM1339815v1	Pedionomus torquatus					B10K-DU-029-80	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRU01	39814
GCA_045788635.1	ASM4578863v1	Lullula arborea					B10K-D-DBG-27			Scaffold	2024-12-06	JBJGKT01	158701
GCA_045838465.1	ASM4583846v1	Emberiza hortulana					B10K-D-DBG-2			Scaffold	2024-12-09	JBJGBJ01	158701
GCA_026937345.1	ASM2693734v1	Buteo jamaicensis					ANSP 29542			Scaffold	2022-12-16	JANVCO01	9454
GCA_010312235.1	ButJap1.0	Buteo japonicus					eb-nibr-220			Scaffold	2020-02-04	PYWZ01	29199
GCA_038442595.1	ASM3844259v1	Aerospiza tachiro					FMNH 452456			Scaffold	2024-04-24	JAVJIG01	9158
GCA_045784925.1	ASM4578492v1	Curruca communis					B10K-D-NMHD-39			Scaffold	2024-12-06	JBJGIH01	243981
GCA_035048185.1	ASM3504818v1	Cinnycerthia unirufa					IRGN AL889			Scaffold	2024-01-03	JAWWMV01	25280
GCA_027559655.1	ASM2755965v1	Accipiter superciliosus					IRGN 5UDVVMYWPV			Scaffold	2023-01-03	JAOBUD01	19262
GCA_025448155.1	ASM2544815v1	Cacatua ducorpsii					IRGN EZV2UPD3BS			Scaffold	2022-09-27	JAOEHO01	272682
GCA_027580095.1	ASM2758009v1	Circus hudsonius					ANSP 35205			Scaffold	2023-01-06	JANZYE01	6759
GCA_045788385.1	ASM4578838v1	Ardea alba					B10K-D-DBG-74			Scaffold	2024-12-06	JBJGKK01	200856
GCA_013401215.1	ASM1340121v1	Atlantisia rogersi					OUT-0055	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUJ01	159311
GCA_013399565.1	ASM1339956v1	Podilymbus podiceps					B10K-DU-009-04	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAO01	6096
GCA_032274745.1	ASM3227474v1	Carduelis carduelis					IRGN P7P34KW86K			Scaffold	2023-10-02	JAUELL01	13829
GCA_045838375.1	ASM4583837v1	Gavia immer					B10K-D-DBG-17			Scaffold	2024-12-09	JBJGBO01	150848
GCA_024606505.1	ASM2460650v1	Aquila spilogaster					LACM Birds-75152			Scaffold	2022-08-09	JANHGO01	8264
GCA_047291875.1	ASM4729187v1	Tockus fasciatus					LACM 70187			Scaffold	2025-01-28	JBKKFO01	8911
GCA_041108035.1	ASM4110803v1	Trochocercus nitens					DRL 944			Scaffold	2024-08-08	JBFPDR01	233620
GCA_036026295.1	ASM3602629v1	Spinus olivaceus					FMNH 481061			Scaffold	2024-01-25	JAYRCE01	23901
GCA_028567095.1	ASM2856709v1	Accipiter rufitorques					KU 120222			Scaffold	2023-02-09	JANHGY01	6447
GCA_027564655.1	ASM2756465v1	Leptodon cayanensis					ANSP 21775			Scaffold	2023-01-03	JANXJC01	11045
GCA_027475465.1	ASM2747546v1	Hieraaetus morphnoides					IRGN ZYZTKKNN2O			Scaffold	2022-12-28	JAOXJU01	9616
GCA_049176295.1	ASM4917629v1	Lophodytes cucullatus					ANSP:skin:206932			Scaffold	2025-03-29	JBMAIL01	43816
GCA_047291665.1	ASM4729166v1	Tockus alboterminatus					LACM 83899			Scaffold	2025-01-28	JBKKFP01	10153
GCA_011801015.1	REN_Aarabs_1.0	Ardeotis arabs				Yemen	R09N00325	male		Scaffold	2020-03-31	JAAGAY01	148690
GCA_045782915.1	ASM4578291v1	Calidris bairdii					B10K-DU-023-42	female		Scaffold	2024-12-06	JBJGFZ01	171567
GCA_035584715.1	ASM3558471v1	Xiphorhynchus erythropygius					IRGN AL109			Scaffold	2024-01-11	JAWMRB01	33665
GCA_013389925.1	ASM1338992v1	Aegithalos caudatus					B10K-DU-002-10	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	WEIU01	51963
GCA_041108375.1	ASM4110837v1	Vireo hypochryseus					FMNH 459665			Scaffold	2024-08-08	JBFTWU01	113516
GCA_025802315.1	ASM2580231v1	Hieraaetus ayresii					IRGN Q1B68H6AT3			Scaffold	2022-10-23	JAOYMW01	121417
GCA_013399515.1	ASM1339951v1	Sylvietta virens					B10K-DU-009-59	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAN01	4638
GCA_025504725.1	ASM2550472v1	Circaetus gallicus								Scaffold	2022-09-30	JANZMD01	11097
GCA_030265285.1	ASM3026528v1	Cacatua sanguinea					KU 6186			Scaffold	2023-06-13	JARBET01	22772
GCA_013396595.1	ASM1339659v1	Nyctibius bracteatus					B10K-CU-031-10	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZB01	12634
GCA_025435035.1	ASM2543503v1	Cryptoleucopteryx plumbea								Scaffold	2022-09-27	JANZME01	41536
GCA_049176335.1	ASM4917633v1	Nettapus pulchellus					ANSP:skin:192488			Scaffold	2025-03-29	JBMAIM01	61029
GCA_013400615.1	ASM1340061v1	Syrrhaptes paradoxus					B10K-DU-003-42	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTO01	215209
GCA_040366115.1	ASM4036611v1	Paramythia montium					KAJ1	female		Scaffold	2024-06-27	JABYRF01	74203
GCA_040966455.1	ASM4096645v1	Spatula puna					UAM:Bird:38306			Scaffold	2024-07-30	JBBYGV01	115357
GCA_034781495.1	ASM3478149v1	Accipiter minullus					FMNH 452457			Scaffold	2023-12-28	JAVHUJ01	9698
GCA_041045045.1	ASM4104504v1	Elminia nigromitrata					DRL 1048			Scaffold	2024-08-05	JBFSWX01	459088
GCA_026770195.1	ASM2677019v1	Circus approximans					KU 114996			Scaffold	2022-12-09	JANZMF01	7703
GCA_041107855.1	ASM4110785v1	Dicrurus atripennis					DRL 1088			Scaffold	2024-08-08	JBFCYV01	18962
GCA_013397665.1	ASM1339766v1	Probosciger aterrimus					B10K-DU-017-47	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZH01	14498
GCA_048604525.1	ASM4860452v1	Dendrocygna autumnalis					ANSP:skin:205246			Scaffold	2025-03-18	JBMAHG01	68338
GCA_035590195.1	ASM3559019v1	Aviceda cuculoides					FMNH 444009			Scaffold	2024-01-11	JAVJGG01	4964
GCA_027564695.1	ASM2756469v1	Ictinia mississippiensis					ANSP 33850			Scaffold	2023-01-03	JANXJD01	16431
GCA_038406055.1	ASM3840605v1	Anas flavirostris					UAM:Bird:24711			Scaffold	2024-04-22	JBCATY01	194180
GCA_046766075.1	ASM4676607v1	Tockus deckeni					LACM 83902			Scaffold	2025-01-19	JBKKEC01	14244
GCA_035048125.1	ASM3504812v1	Diglossa cyanea					IRGN AL854			Scaffold	2024-01-03	JAWWMT01	21151
GCA_025727755.1	ASM2572775v1	Accipiter soloensis					KU 113115			Scaffold	2022-10-17	JAOEIG01	8521
GCA_032361365.1	ASM3236136v1	Spinus pinus					FMNH 363317			Scaffold	2023-10-04	JAUUDX01	37223
GCA_025308975.1	ASM2530897v1	Accipiter rufiventris					LACM 75162			Scaffold	2022-09-20	JANUFW01	13562
GCA_025331215.1	ASM2533121v1	Actenoides lindsayi					9SJTFMH8LE			Scaffold	2022-09-20	WTSP01	174883
GCA_034509185.1	ASM3450918v1	Euphonia xanthogaster					IRGN AL161			Scaffold	2023-12-21	JAYDZK01	15517
GCA_032357605.1	ASM3235760v1	Tachyeres brachypterus					IRGN REW330			Scaffold	2023-10-04	JAULBN01	10432
GCA_013399395.1	ASM1339939v1	Nyctiprogne leucopyga					B10K-DU-005-01	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZZU01	18833
GCA_041108395.1	ASM4110839v1	Terpsiphone rufocinerea					DRL 975			Scaffold	2024-08-08	JBFTWT01	366981
GCA_049176255.1	ASM4917625v1	Callonetta leucophrys					UF:Birds:45407			Scaffold	2025-03-29	JBMAIJ01	76740
GCA_028564985.1	ASM2856498v1	Crax fasciolata					P46686QJBK			Scaffold	2023-02-09	JAOWBO01	26235
GCA_035048155.1	ASM3504815v1	Cinnycerthia olivascens					IRGN AL742			Scaffold	2024-01-03	JAWWMU01	28075
GCA_034782635.1	ASM3478263v1	Buteo brachyurus					FMNH 501306			Scaffold	2023-12-28	JAVKKV01	7001
GCA_021437205.1	HU_Cbicknelli_1.0	Catharus bicknelli					NYSM-10982	male		Scaffold	2022-01-11	JAJGBH01	10269
GCA_027575165.1	ASM2757516v1	Buteogallus aequinoctialis					ANSP 21452			Scaffold	2023-01-06	JANZYB01	12390
GCA_027497695.1	ASM2749769v1	Aerospiza castanilius					ANSP 23649			Scaffold	2022-12-30	JANBPM01	42566
GCA_034782655.1	ASM3478265v1	Micrastur ruficollis					FMNH 456438			Scaffold	2023-12-28	JAVKKW01	12132
GCA_025727795.1	ASM2572779v1	Buteogallus meridionalis					W2SMVJUYKM			Scaffold	2022-10-17	JAOEII01	6332
GCA_026213075.1	ASM2621307v1	Spizaetus ornatus					ANSP 21931			Scaffold	2022-11-16	JANZLU01	7749
GCA_034782575.1	ASM3478257v1	Brotogeris tirica					4E17HVIWIA			Scaffold	2023-12-28	JAVHMX01	59625
GCA_028567075.1	ASM2856707v1	Toxostoma rufum					V5OR1K1X41			Scaffold	2023-02-09	JAOXYN01	37320
GCA_046766095.1	ASM4676609v1	Tockus erythrorhynchus					LACM 60794			Scaffold	2025-01-19	JBKKEB01	9175
GCA_048604485.1	ASM4860448v1	Branta ruficollis					ANSP:skin:192635			Scaffold	2025-03-18	JBMAHH01	88768
GCA_024336885.1	ASM2433688v1	Actenoides hombroni					3441YUFN42			Scaffold	2022-07-20	WUAM01	10367
GCA_013396675.1	ASM1339667v1	Eubucco bourcierii					B10K-DU-001-04	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZE01	46120
GCA_007556475.1	ZoPa_MNHNZO2015-572_v1.0	Zosterops pallidus						female		Scaffold	2019-07-26	STGZ01	63344
GCA_034783165.1	ASM3478316v1	Spatula rhynchotis					UWBM 78156			Scaffold	2023-12-28	JAVKLC01	27709
GCA_026283885.1	ASM2628388v1	Poicephalus gulielmi					7RV1QVVBPW			Scaffold	2022-11-22	JANEXQ01	338068
GCA_013396435.1	ASM1339643v1	Anhinga anhinga					B10K-CU-031-38	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBMU01	10030
GCA_035047885.1	ASM3504788v1	Chlorospingus flavigularis					IRGN AL118			Scaffold	2024-01-03	JAWWMQ01	27147
GCA_049942475.1	ASM4994247v1	Aythya collaris					ANSP:skin:209313			Scaffold	2025-04-26	JBNFIU01	144265
GCA_032466535.1	ASM3246653v1	Forpus xanthops					FMNH 395955			Scaffold	2023-10-10	JASSUY01	68591
GCA_013397635.1	ASM1339763v1	Columbina picui					B10K-DU-021-26	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZG01	13415
GCA_024733675.1	ASM2473367v1	Psilopsiagon aymara					IRGN K6SHJZ2KDV			Scaffold	2022-08-22	JANRGW01	176891
GCA_035583115.1	ASM3558311v1	Anisognathus igniventris					IRGN AL800			Scaffold	2024-01-11	JAWWET01	28843
GCA_024363065.2	ASM2436306v2	Pyrrhura roseifrons					MSB Bird 16101			Scaffold	2023-06-01	JANFHV02	280065
GCA_036026075.1	ASM3602607v1	Linurgus olivaceus					FMNH 298894			Scaffold	2024-01-25	JAYRCA01	18489
GCA_013401315.1	ASM1340131v1	Balaeniceps rex					B10K-DU-012-56	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZW01	121603
GCA_029814565.1	ASM2981456v1	Pionites melanocephalus					IRGN 6IWZNKOSS6			Scaffold	2023-04-18	JAPVEF01	71040
GCA_027479145.1	ASM2747914v1	Accipiter cirrocephalus					ANSP 24439			Scaffold	2022-12-28	JANEXN01	98607
GCA_041044985.1	ASM4104498v1	Phyllastrephus albigularis					DRL 900			Scaffold	2024-08-05	JBFSWZ01	293512
GCA_035041345.1	ASM3504134v1	Poliocrania exsul					IRGN AL078			Scaffold	2024-01-03	JAWWLZ01	49241
GCA_024363045.1	ASM2436304v1	Aratinga maculata					YPM ORN 137433			Scaffold	2022-07-21	JANCNV01	159392
GCA_049176695.1	ASM4917669v1	Melanitta americana					ANSP:skin:209256			Scaffold	2025-03-29	JBMAIP01	115271
GCA_026937515.1	ASM2693751v1	Polyboroides typus					ANSP 23822			Scaffold	2022-12-16	JANZLO01	13423
GCA_025447955.1	ASM2544795v1	Psilopsiagon aurifrons					IRGN 7RYJ3MW5PN			Scaffold	2022-09-27	JAOEHY01	67641
GCA_030323915.1	ASM3032391v1	Brotogeris chrysoptera					IRGN ZNAPR4TRJM			Scaffold	2023-06-22	JARCZZ01	63472
GCA_013400895.1	ASM1340089v1	Thalassarche chlororhynchos					B10K-DU-029-24	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTW01	130514
GCA_026284785.1	ASM2628478v1	Eupsittula nana					KU 95184			Scaffold	2022-11-22	JANEXK01	230955
GCA_030265185.1	ASM3026518v1	Pyrrhura eisenmanni					ANSP 189116			Scaffold	2023-06-13	JASBQF01	67724
GCA_045782465.1	ASM4578246v1	Curruca nisoria					CUBE128	female		Scaffold	2024-12-06	JBJGFU01	212687
GCA_041221805.1	ASM4122180v1	Smithornis rufolateralis					DRL 973			Scaffold	2024-08-12	JBGDLW01	516260
GCA_025447915.1	ASM2544791v1	Trichoglossus euteles					IRGN G6RBWJNU72			Scaffold	2022-09-27	JAOEHP01	67986
GCA_033124195.1	ASM3312419v1	Coracias cyanogaster					IRGN CM85EMDQWB			Scaffold	2023-10-30	JAVSBS01	92101
GCA_035047285.1	ASM3504728v1	Serinus syriacus					FMNH 343155			Scaffold	2024-01-03	JAWWMM01	72176
GCA_027580135.1	ASM2758013v1	Nisaetus floris					MCZ Orn 261829			Scaffold	2023-01-06	JANZYF01	23008
GCA_028565055.1	ASM2856505v1	Phoeniculus purpureus					IRGN UEMQJDX4L5			Scaffold	2023-02-09	JAOXOE01	91864
GCA_027479285.1	ASM2747928v1	Accipiter novaehollandiae					ANSP 25765			Scaffold	2022-12-28	JANEXO01	210708
GCA_026413205.1	ASM2641320v1	Pyrrhura chapmani					IRGN Hains-t3			Scaffold	2022-11-27	JANZXS01	73889
GCA_026284485.1	ASM2628448v1	Aratinga jandaya					4UB3A4QQSB			Scaffold	2022-11-22	JANCMD01	240619
GCA_040967715.1	ASM4096771v1	Otus senegalensis					FMNH 285590			Scaffold	2024-07-30	JBEUDK01	39608
GCA_041221775.1	ASM4122177v1	Eurillas virens					DRL 942			Scaffold	2024-08-12	JBGDLT01	368873
GCA_026284505.1	ASM2628450v1	Deroptyus accipitrinus		ANSP 188419						Scaffold	2022-11-22	JANHGX01	293449
GCA_027475505.1	ASM2747550v1	Melierax poliopterus								Scaffold	2022-12-28	JANZMC01	8398
GCA_009867205.2	ASM986720v2	Aratinga weddellii					MP37L3HKH9			Scaffold	2022-11-27	WYDH02	150055
GCA_040967815.1	ASM4096781v1	Vireo osburni					FMNH 331135			Scaffold	2024-07-30	JBFBVR01	48483
GCA_034782695.1	ASM3478269v1	Aquila gurneyi					FMNH 185069			Scaffold	2023-12-28	JAVKKY01	5303
GCA_026284685.1	ASM2628468v1	Aratinga auricapillus					UWBM 73857			Scaffold	2022-11-22	JANEXI01	161266
GCA_024361765.2	ASM2436176v2	Psittacara wagleri					LSUMZ FrozenTissue 5261			Scaffold	2023-06-01	JANEMI02	469553
GCA_034782355.1	ASM3478235v1	Amazona kawalli					FMNH 456463			Scaffold	2023-12-28	JAVHMU01	68054
GCA_031763625.1	ASM3176362v1	Amazona oratrix					FMNH 106309			Scaffold	2023-09-20	JARPRE01	70910
GCA_047292195.1	ASM4729219v1	Tockus flavirostris					LACM 88636			Scaffold	2025-01-28	JBKOJM01	79040
GCA_025727695.1	ASM2572769v1	Ciconia stormi					NRDTRF1KBM			Scaffold	2022-10-17	JAOEIC01	8031
GCA_031763935.1	ASM3176393v1	Amazona finschi					IRGN B-714			Scaffold	2023-09-20	JARPRF01	76158
GCA_026283805.1	ASM2628380v1	Psittacara mitratus					CUMV Bird 52922			Scaffold	2022-11-22	JANEXA01	175727
GCA_031762375.1	ASM3176237v1	Poicephalus rueppellii					FMNH 214373			Scaffold	2023-09-20	JARVGT01	89855
GCA_040967475.1	ASM4096747v1	Megascops asio					IRGN MN5NDM5WJA			Scaffold	2024-07-30	JBEUCE01	64237
GCA_025629965.1	ASM2562996v1	Cyanoramphus novaezelandiae					IRGN JQBBWUPC1M			Scaffold	2022-10-08	JAOSLK01	81631
GCA_041296105.1	ASM4129610v1	Otus nigrorum					FMNH 103133			Scaffold	2024-08-15	JBGGHY01	232477
GCA_041107955.1	ASM4110795v1	Sula sula					FMNH 111898			Scaffold	2024-08-08	JBFSXB01	460396
GCA_026283615.1	ASM2628361v1	Amazona vinacea								Scaffold	2022-11-22	JANZMG01	75846
GCA_041108355.1	ASM4110835v1	Otus mirus					FMNH 357429			Scaffold	2024-08-08	JBFTWZ01	428087
GCA_041107835.1	ASM4110783v1	Deleornis axillaris					DRL 911			Scaffold	2024-08-08	JBFCYU01	29292
GCA_026283765.1	ASM2628376v1	Psephotus haematonotus					IRGN NXWXB9NBMU			Scaffold	2022-11-22	JANEWY01	124697
GCA_040967095.1	ASM4096709v1	Criniger calurus					DRL 967			Scaffold	2024-07-30	JBEWZB01	41374
GCA_026284805.1	ASM2628480v1	Rhynchopsitta pachyrhyncha					3VX6L643NX	female		Scaffold	2022-11-22	JANEXL01	163594
GCA_024733695.1	ASM2473369v1	Ara severus					FMNH 34499			Scaffold	2022-08-22	JANRGX01	142594
GCA_045787625.1	ASM4578762v1	Pernis apivorus					B10K-D-IZW-37	male		Scaffold	2024-12-06	JBJGJR01	141229
GCA_026284745.2	ASM2628474v2	Primolius auricollis					YPM ORN 84843			Scaffold	2023-06-01	JANFOM02	642395
GCA_013399535.1	ASM1339953v1	Phaetusa simplex					B10K-DU-009-16	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZZW01	13769
GCA_034782675.1	ASM3478267v1	Haliaeetus vocifer					FMNH 268827			Scaffold	2023-12-28	JAVKKX01	6876
GCA_026283705.1	ASM2628370v1	Psittacara chloropterus					FMNH birds-350812			Scaffold	2022-11-22	JANEXP01	172345
GCA_024320895.1	ASM2432089v1	Psittacara holochlorus					YPM ORN 142546			Scaffold	2022-07-18	JANDAY01	143821
GCA_035610475.1	ASM3561047v1	Porphyrio melanotus					MUNZ12900	male		Scaffold	2024-01-12	JAKJHT01	34558
GCA_025629885.1	ASM2562988v1	Lorius chlorocercus					IRGN MI9WGLHNDS			Scaffold	2022-10-08	JAOSLP01	72181
GCA_013400535.1	ASM1340053v1	Scopus umbretta					B10K-DU-002-70		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTL01	239406
GCA_034783155.1	ASM3478315v1	Agapornis personatus					FMNH 216746			Scaffold	2023-12-28	JAVHNE01	86635
GCA_025629925.1	ASM2562992v1	Platycercus adscitus					IRGN H84CDEQLPX			Scaffold	2022-10-08	JAOSLL01	80438
GCA_013399335.1	ASM1339933v1	Fregetta grallaria					B10K-DU-006-09	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZZT01	16454
GCA_045787405.1	ASM4578740v1	Neophron percnopterus					B10K-D-MOB-63			Scaffold	2024-12-06	JBJGJM01	216061
GCA_041221845.1	ASM4122184v1	Vireo gilvus					FMNH 209146			Scaffold	2024-08-12	JBGDLX01	486373
GCA_048321235.1	ASM4832123v1	Melanitta nigra					ANSP:skin:192712			Scaffold	2025-03-03	JBLTIL01	48661
GCA_043658215.1	ASM4365821v1	Vireo philadelphicus					IRGN V4HL9T7ERX			Scaffold	2024-10-23	JBIELH01	463853
GCA_013401355.1	ASM1340135v1	Ceyx cyanopectus					B10K-DU-013-51	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZU01	381577
GCA_026770055.1	ASM2677005v1	Myrmophylax atrothorax					IRGN 4C559DKME4			Scaffold	2022-12-09	JAOXXN01	47690
GCA_045783615.1	ASM4578361v1	Remiz pendulinus					B10K-DU-001-12	male		Scaffold	2024-12-06	JBJGHG01	177500
GCA_025727915.1	ASM2572791v1	Macheiramphus alcinus					WFVZ 37194			Scaffold	2022-10-17	JAOEIN01	11026
GCA_036873005.1	ASM3687300v1	Spinus tristis					FMNH 429076			Scaffold	2024-02-26	JAYRBQ01	13843
GCA_027579975.1	ASM2757997v1	Ciconia abdimii					YPAK3HBVR2			Scaffold	2023-01-06	JAODXT01	9174
