Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_015150375.1	ASM1515037v1	Homo sapiens					BC02901	male		Scaffold	2020-10-30	JADDDX01	15110
GCA_015151195.1	ASM1515119v1	Homo sapiens					BC02901	male		Scaffold	2020-10-30	JADDDW01	15110
GCA_015150115.1	ASM1515011v1	Homo sapiens					BC03602	female		Scaffold	2020-10-30	JADDFB01	14450
GCA_015121875.1	ASM1512187v1	Homo sapiens					LLD0103C	male		Scaffold	2020-10-29	JADEES01	21404
GCA_015149415.1	ASM1514941v1	Homo sapiens					BC02301	male		Scaffold	2020-10-30	JADDCY01	14666
GCA_015148365.1	ASM1514836v1	Homo sapiens					BC02002	female		Scaffold	2020-10-30	JADDCO01	18795
GCA_015074745.1	ASM1507474v1	Homo sapiens					A01-2-246550	female		Scaffold	2020-10-29	JADDZB01	15023
GCA_015128225.1	ASM1512822v1	Homo sapiens					LLD0131C	female		Scaffold	2020-10-29	JADEGK01	15614
GCA_015149175.1	ASM1514917v1	Homo sapiens					BC02301	male		Scaffold	2020-10-30	JADDCZ01	14666
GCA_015150895.1	ASM1515089v1	Homo sapiens					BC03602	female		Scaffold	2020-10-30	JADDFA01	14450
GCA_015074605.1	ASM1507460v1	Homo sapiens					A01-2-246550	female		Scaffold	2020-10-29	JADDZC01	15022
GCA_015148075.1	ASM1514807v1	Homo sapiens					BC02002	female		Scaffold	2020-10-30	JADDCP01	18795
GCA_015151075.1	ASM1515107v1	Homo sapiens					BC03101	male		Scaffold	2020-10-30	JADDEE01	14661
GCA_015093255.1	ASM1509325v1	Homo sapiens					LLD0029C	male		Scaffold	2020-10-29	JADEBD01	15651
GCA_015148205.1	ASM1514820v1	Homo sapiens					BC01701	male		Scaffold	2020-10-30	JADDCF01	19002
GCA_015121785.1	ASM1512178v1	Homo sapiens					LLD0102C	male		Scaffold	2020-10-29	JADEEP01	19613
GCA_015148265.1	ASM1514826v1	Homo sapiens					BC01502	female		Scaffold	2020-10-30	JADDBZ01	13716
GCA_015148545.1	ASM1514854v1	Homo sapiens					BC01502	female		Scaffold	2020-10-30	JADDBY01	13716
GCA_015143175.1	ASM1514317v1	Homo sapiens					LLD0029C	male		Scaffold	2020-10-30	JADEBE01	15651
GCA_015149395.1	ASM1514939v1	Homo sapiens					BC02402	female		Scaffold	2020-10-30	JADDDE01	14700
GCA_015149155.1	ASM1514915v1	Homo sapiens					BC02402	female		Scaffold	2020-10-30	JADDDF01	14701
GCA_015093275.1	ASM1509327v1	Homo sapiens					LLD0031C	female		Scaffold	2020-10-29	JADEBF01	15240
GCA_015148465.1	ASM1514846v1	Homo sapiens					BC01701	male		Scaffold	2020-10-30	JADDCE01	19002
GCA_015152195.1	ASM1515219v1	Homo sapiens					BC05302	female		Scaffold	2020-10-30	JADDHK01	14737
GCA_015150295.1	ASM1515029v1	Homo sapiens					BC03101	male		Scaffold	2020-10-30	JADDEF01	14660
GCA_015151955.1	ASM1515195v1	Homo sapiens					BC05302	female		Scaffold	2020-10-30	JADDHL01	14738
GCA_015121725.1	ASM1512172v1	Homo sapiens					LLD0102C	male		Scaffold	2020-10-29	JADEEQ01	19613
GCA_015145145.1	ASM1514514v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWP01	14631
GCA_015095855.1	ASM1509585v1	Homo sapiens					LLD0031C	female		Scaffold	2020-10-29	JADEBG01	15240
GCA_015076025.1	ASM1507602v1	Homo sapiens					FB009	female		Scaffold	2020-10-29	JADDZX01	18199
GCA_015144705.1	ASM1514470v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWO01	14631
GCA_015144745.1	ASM1514474v1	Homo sapiens					NA19440	female		Scaffold	2020-10-30	JADCUU01	21289
GCA_015146745.1	ASM1514674v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZC01	15314
GCA_015076045.1	ASM1507604v1	Homo sapiens					FB009	female		Scaffold	2020-10-29	JADDZY01	18198
GCA_015129255.1	ASM1512925v1	Homo sapiens					LLD0148C	male		Scaffold	2020-10-29	JADEHM01	15050
GCA_015129275.1	ASM1512927v1	Homo sapiens					LLD0148C	male		Scaffold	2020-10-29	JADEHL01	15050
GCA_015151235.1	ASM1515123v1	Homo sapiens					BC02802	female		Scaffold	2020-10-30	JADDDU01	14437
GCA_015146395.1	ASM1514639v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZD01	15314
GCA_015157055.1	ASM1515705v1	Homo sapiens					NTUH-F03-F-3	male		Scaffold	2020-10-30	JADEJM01	16106
GCA_015144125.1	ASM1514412v1	Homo sapiens					NA19440	female		Scaffold	2020-10-30	JADCUV01	21288
GCA_015152055.1	ASM1515205v1	Homo sapiens					BC05201	male		Scaffold	2020-10-30	JADDHF01	15065
GCA_015148135.1	ASM1514813v1	Homo sapiens					BC01901	male		Scaffold	2020-10-30	JADDCJ01	19772
GCA_015148425.1	ASM1514842v1	Homo sapiens					BC01901	male		Scaffold	2020-10-30	JADDCI01	19772
GCA_015150385.1	ASM1515038v1	Homo sapiens					BC02802	female		Scaffold	2020-10-30	JADDDV01	14437
GCA_015152235.1	ASM1515223v1	Homo sapiens					BC05201	male		Scaffold	2020-10-30	JADDHE01	15065
GCA_015157095.1	ASM1515709v1	Homo sapiens					NTUH-F03-F-3	male		Scaffold	2020-10-30	JADEJL01	16106
GCA_015121485.1	ASM1512148v1	Homo sapiens					LLD0089C	female		Scaffold	2020-10-29	JADEDY01	17978
GCA_015120625.1	ASM1512062v1	Homo sapiens					LLD0089C	female		Scaffold	2020-10-29	JADEDX01	17978
GCA_015151155.1	ASM1515115v1	Homo sapiens					BC03001	male		Scaffold	2020-10-30	JADDEA01	15039
GCA_015149935.1	ASM1514993v1	Homo sapiens					BC04101	male		Scaffold	2020-10-30	JADDFR01	15240
GCA_015144285.1	ASM1514428v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWB01	14251
GCA_015112955.1	ASM1511295v1	Homo sapiens					LLD0074C	male		Scaffold	2020-10-29	JADEDB01	15049
GCA_015150735.1	ASM1515073v1	Homo sapiens					BC04101	male		Scaffold	2020-10-30	JADDFQ01	15239
GCA_015151995.1	ASM1515199v1	Homo sapiens					BC05301	male		Scaffold	2020-10-30	JADDHJ01	14573
GCA_015152255.1	ASM1515225v1	Homo sapiens					BC05301	male		Scaffold	2020-10-30	JADDHI01	14573
GCA_015112875.1	ASM1511287v1	Homo sapiens					LLD0074C	male		Scaffold	2020-10-29	JADEDC01	15048
GCA_015148115.1	ASM1514811v1	Homo sapiens					BC02001	male		Scaffold	2020-10-30	JADDCN01	18758
GCA_015148385.1	ASM1514838v1	Homo sapiens					BC02001	male		Scaffold	2020-10-30	JADDCM01	18758
GCA_015149005.1	ASM1514900v1	Homo sapiens					BC03001	male		Scaffold	2020-10-30	JADDEB01	15039
GCA_015144905.1	ASM1514490v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWA01	14251
GCA_015074685.1	ASM1507468v1	Homo sapiens					A01-1-246549	male		Scaffold	2020-10-29	JADDZA01	16126
GCA_015150955.1	ASM1515095v1	Homo sapiens					BC03501	male		Scaffold	2020-10-30	JADDEU01	15364
GCA_015074645.1	ASM1507464v1	Homo sapiens					A01-1-246549	male		Scaffold	2020-10-29	JADDYZ01	16126
GCA_015157255.1	ASM1515725v1	Homo sapiens					NTUH-F03-M-2	female		Scaffold	2020-10-30	JADEJO01	16055
GCA_015150275.1	ASM1515027v1	Homo sapiens					BC03202	female		Scaffold	2020-10-30	JADDEL01	14666
GCA_015128905.1	ASM1512890v1	Homo sapiens					LLD0137C	male		Scaffold	2020-10-29	JADEGV01	16360
GCA_015128965.1	ASM1512896v1	Homo sapiens					LLD0137C	male		Scaffold	2020-10-29	JADEGW01	16360
GCA_015157295.1	ASM1515729v1	Homo sapiens					NTUH-F03-M-2	female		Scaffold	2020-10-30	JADEJN01	16054
GCA_015150195.1	ASM1515019v1	Homo sapiens					BC03401	male		Scaffold	2020-10-30	JADDER01	15119
GCA_015151015.1	ASM1515101v1	Homo sapiens					BC03401	male		Scaffold	2020-10-30	JADDEQ01	15119
GCA_015149515.1	ASM1514951v1	Homo sapiens					BC02201	male		Scaffold	2020-10-30	JADDCU01	19079
GCA_015128945.1	ASM1512894v1	Homo sapiens					LLD0136C	male		Scaffold	2020-10-29	JADEGT01	16080
GCA_015151095.1	ASM1515109v1	Homo sapiens					BC03102	female		Scaffold	2020-10-30	JADDEG01	14135
GCA_015128925.1	ASM1512892v1	Homo sapiens					LLD0136C	male		Scaffold	2020-10-29	JADEGU01	16081
GCA_015149035.1	ASM1514903v1	Homo sapiens					BC02601	male		Scaffold	2020-10-30	JADDDL01	15119
GCA_015151055.1	ASM1515105v1	Homo sapiens					BC03202	female		Scaffold	2020-10-30	JADDEK01	14669
GCA_015150435.1	ASM1515043v1	Homo sapiens					BC02702	female		Scaffold	2020-10-30	JADDDR01	15041
GCA_015149315.1	ASM1514931v1	Homo sapiens					BC02601	male		Scaffold	2020-10-30	JADDDK01	15120
GCA_015150315.1	ASM1515031v1	Homo sapiens					BC03102	female		Scaffold	2020-10-30	JADDEH01	14135
GCA_015150175.1	ASM1515017v1	Homo sapiens					BC03501	male		Scaffold	2020-10-30	JADDEV01	15365
GCA_015149215.1	ASM1514921v1	Homo sapiens					BC02201	male		Scaffold	2020-10-30	JADDCV01	19078
GCA_015151255.1	ASM1515125v1	Homo sapiens					BC02702	female		Scaffold	2020-10-30	JADDDQ01	15042
GCA_015145405.1	ASM1514540v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXF01	14927
GCA_015145685.1	ASM1514568v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXE01	14927
GCA_015145465.1	ASM1514546v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVS01	14949
GCA_015120235.1	ASM1512023v1	Homo sapiens					LLD0084C	female		Scaffold	2020-10-29	JADEDS01	14548
GCA_015144185.1	ASM1514418v1	Homo sapiens					GM19068	male		Scaffold	2020-10-30	JADCUN01	19899
GCA_015144805.1	ASM1514480v1	Homo sapiens					GM19068	male		Scaffold	2020-10-30	JADCUM01	19925
GCA_015146495.1	ASM1514649v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZO01	15151
GCA_015120275.1	ASM1512027v1	Homo sapiens					LLD0084C	female		Scaffold	2020-10-29	JADEDR01	14548
GCA_015144045.1	ASM1514404v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVT01	14949
GCA_015150135.1	ASM1515013v1	Homo sapiens					BC03502	female		Scaffold	2020-10-30	JADDEX01	14474
GCA_015150935.1	ASM1515093v1	Homo sapiens					BC03502	female		Scaffold	2020-10-30	JADDEW01	14474
GCA_015146235.1	ASM1514623v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZP01	15151
GCA_015144685.1	ASM1514468v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVQ01	16231
GCA_015143195.1	ASM1514319v1	Homo sapiens					LLD0135C	male		Scaffold	2020-10-30	JADEGR01	15568
GCA_015149275.1	ASM1514927v1	Homo sapiens					BC02101	male		Scaffold	2020-10-30	JADDCR01	20645
GCA_015144085.1	ASM1514408v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVD01	14924
GCA_015149255.1	ASM1514925v1	Homo sapiens					BC02701	male		Scaffold	2020-10-30	JADDDO01	14940
GCA_015148325.1	ASM1514832v1	Homo sapiens					BC02101	male		Scaffold	2020-10-30	JADDCQ01	20644
GCA_015128825.1	ASM1512882v1	Homo sapiens					LLD0135C	male		Scaffold	2020-10-29	JADEGS01	15568
GCA_015145725.1	ASM1514572v1	Homo sapiens					HG00250	female		Scaffold	2020-10-30	JADCXC01	19401
GCA_015145365.1	ASM1514536v1	Homo sapiens					HG00250	female		Scaffold	2020-10-30	JADCXD01	19394
GCA_015148335.1	ASM1514833v1	Homo sapiens					BC02102	female		Scaffold	2020-10-30	JADDCS01	18574
GCA_015150455.1	ASM1515045v1	Homo sapiens					BC02701	male		Scaffold	2020-10-30	JADDDP01	14940
GCA_015146585.1	ASM1514658v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZG01	14534
GCA_015146275.1	ASM1514627v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZH01	14534
GCA_015146375.1	ASM1514637v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZB01	14953
GCA_015149235.1	ASM1514923v1	Homo sapiens					BC02102	female		Scaffold	2020-10-30	JADDCT01	18571
GCA_015148485.1	ASM1514848v1	Homo sapiens					BC01602	female		Scaffold	2020-10-30	JADDCC01	14495
GCA_015143215.1	ASM1514321v1	Homo sapiens					LLD0022C	female		Scaffold	2020-10-30	JADEAW01	14947
GCA_015146535.1	ASM1514653v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZQ01	15373
GCA_015148225.1	ASM1514822v1	Homo sapiens					BC01602	female		Scaffold	2020-10-30	JADDCD01	14494
GCA_015086795.1	ASM1508679v1	Homo sapiens					LLD0022C	female		Scaffold	2020-10-29	JADEAV01	14947
GCA_015146635.1	ASM1514663v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZA01	14953
GCA_015146825.1	ASM1514682v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZR01	15373
GCA_015144325.1	ASM1514432v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVV01	15111
GCA_015157215.1	ASM1515721v1	Homo sapiens					NTUH-F04-F-2	male		Scaffold	2020-10-30	JADEJP01	15561
GCA_015144945.1	ASM1514494v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVU01	15111
GCA_015121685.1	ASM1512168v1	Homo sapiens					LLD0099C	male		Scaffold	2020-10-29	JADEEL01	19662
GCA_015159335.1	ASM1515933v1	Homo sapiens					NTUH-F08M	female		Scaffold	2020-10-30	JADEKH01	16736
GCA_015159365.1	ASM1515936v1	Homo sapiens					NTUH-F08M	female		Scaffold	2020-10-30	JADEKI01	16736
GCA_015112915.1	ASM1511291v1	Homo sapiens					LLD0073C	male		Scaffold	2020-10-29	JADECZ01	14565
GCA_015144925.1	ASM1514492v1	Homo sapiens					HG00353	female		Scaffold	2020-10-30	JADCVW01	20296
GCA_015121805.1	ASM1512180v1	Homo sapiens					LLD0099C	male		Scaffold	2020-10-29	JADEEM01	19662
GCA_015112935.1	ASM1511293v1	Homo sapiens					LLD0073C	male		Scaffold	2020-10-29	JADEDA01	14565
GCA_015158305.1	ASM1515830v1	Homo sapiens					NTUH-F04-F-2	male		Scaffold	2020-10-30	JADEJQ01	15560
GCA_015148505.1	ASM1514850v1	Homo sapiens					BC01601	male		Scaffold	2020-10-30	JADDCA01	14625
GCA_015144305.1	ASM1514430v1	Homo sapiens					HG00353	female		Scaffold	2020-10-30	JADCVX01	20282
GCA_015105875.1	ASM1510587v1	Homo sapiens					LLD0051C	female		Scaffold	2020-10-29	JADECF01	15927
GCA_015147565.1	ASM1514756v1	Homo sapiens					BC01001	male		Scaffold	2020-10-30	JADDBH01	14702
GCA_015075605.1	ASM1507560v1	Homo sapiens					ADD952	female		Scaffold	2020-10-29	JADDZH01	14981
GCA_015148525.1	ASM1514852v1	Homo sapiens					BC01501	male		Scaffold	2020-10-30	JADDBW01	14421
GCA_015148245.1	ASM1514824v1	Homo sapiens					BC01601	male		Scaffold	2020-10-30	JADDCB01	14625
GCA_015159255.1	ASM1515925v1	Homo sapiens					NTUH-F07-M	female		Scaffold	2020-10-30	JADEKE01	15326
GCA_015159215.1	ASM1515921v1	Homo sapiens					NTUH-F07-M	female		Scaffold	2020-10-30	JADEKD01	15326
GCA_015148305.1	ASM1514830v1	Homo sapiens					BC01501	male		Scaffold	2020-10-30	JADDBX01	14420
GCA_015147825.1	ASM1514782v1	Homo sapiens					BC01001	male		Scaffold	2020-10-30	JADDBG01	14703
GCA_015074965.1	ASM1507496v1	Homo sapiens					ADD952	female		Scaffold	2020-10-29	JADDZI01	14981
GCA_015100085.1	ASM1510008v1	Homo sapiens					LLD0038C	female		Scaffold	2020-10-29	JADEBR01	15480
GCA_015100035.1	ASM1510003v1	Homo sapiens					LLD0038C	female		Scaffold	2020-10-29	JADEBS01	15480
GCA_015147225.1	ASM1514722v1	Homo sapiens					BC00601	male		Scaffold	2020-10-30	JADDAQ01	15473
GCA_015147585.1	ASM1514758v1	Homo sapiens					BC01002	female		Scaffold	2020-10-30	JADDBJ01	14776
GCA_015147805.1	ASM1514780v1	Homo sapiens					BC01002	female		Scaffold	2020-10-30	JADDBI01	14777
GCA_015105835.1	ASM1510583v1	Homo sapiens					LLD0051C	female		Scaffold	2020-10-29	JADECG01	15926
GCA_015121425.1	ASM1512142v1	Homo sapiens					LLD0094C	female		Scaffold	2020-10-29	JADEEB01	19326
GCA_015121545.1	ASM1512154v1	Homo sapiens					LLD0094C	female		Scaffold	2020-10-29	JADEEC01	19326
GCA_015146355.1	ASM1514635v1	Homo sapiens					HG03115	male		Scaffold	2020-10-30	JADCYZ01	21345
GCA_015147505.1	ASM1514750v1	Homo sapiens					BC01401	male		Scaffold	2020-10-30	JADDBT01	14460
GCA_015147665.1	ASM1514766v1	Homo sapiens					BC01401	male		Scaffold	2020-10-30	JADDBS01	14460
GCA_015146675.1	ASM1514667v1	Homo sapiens					HG03115	male		Scaffold	2020-10-30	JADCYY01	21351
GCA_015146885.1	ASM1514688v1	Homo sapiens					BC00601	male		Scaffold	2020-10-30	JADDAR01	15473
GCA_015150855.1	ASM1515085v1	Homo sapiens					BC03702	female		Scaffold	2020-10-30	JADDFE01	14168
GCA_015150095.1	ASM1515009v1	Homo sapiens					BC03702	female		Scaffold	2020-10-30	JADDFF01	14168
GCA_015159235.1	ASM1515923v1	Homo sapiens					NTUH-F07-F	male		Scaffold	2020-10-30	JADEKB01	15229
GCA_015159275.1	ASM1515927v1	Homo sapiens					NTUH-F07-F	male		Scaffold	2020-10-30	JADEKC01	15229
GCA_015150975.1	ASM1515097v1	Homo sapiens					BC03402	female		Scaffold	2020-10-30	JADDES01	14682
GCA_015119855.1	ASM1511985v1	Homo sapiens					LLD0083C	female		Scaffold	2020-10-29	JADEDP01	15221
GCA_015105855.1	ASM1510585v1	Homo sapiens					LLD0054C	female		Scaffold	2020-10-29	JADECH01	15047
GCA_015145205.1	ASM1514520v1	Homo sapiens					HG01971	female		Scaffold	2020-10-30	JADCXR01	20434
GCA_015145545.1	ASM1514554v1	Homo sapiens					HG01971	female		Scaffold	2020-10-30	JADCXQ01	20439
GCA_015075025.1	ASM1507502v1	Homo sapiens					ADD979	female		Scaffold	2020-10-29	JADDZJ01	15411
GCA_015120255.1	ASM1512025v1	Homo sapiens					LLD0083C	female		Scaffold	2020-10-29	JADEDQ01	15221
GCA_015075085.1	ASM1507508v1	Homo sapiens					ADD979	female		Scaffold	2020-10-29	JADDZK01	15411
GCA_015105815.1	ASM1510581v1	Homo sapiens					LLD0054C	female		Scaffold	2020-10-29	JADECI01	15045
GCA_015150155.1	ASM1515015v1	Homo sapiens					BC03402	female		Scaffold	2020-10-30	JADDET01	14682
GCA_015144665.1	ASM1514466v1	Homo sapiens					GM20587	female		Scaffold	2020-10-30	JADCVA01	19106
GCA_015076065.1	ASM1507606v1	Homo sapiens					FB011	female		Scaffold	2020-10-29	JADEAA01	14595
GCA_015075945.1	ASM1507594v1	Homo sapiens					FB011	female		Scaffold	2020-10-29	JADDZZ01	14595
GCA_015110605.1	ASM1511060v1	Homo sapiens					LLD0060C	male		Scaffold	2020-10-29	JADECQ01	15633
GCA_015151115.1	ASM1515111v1	Homo sapiens					BC03201	male		Scaffold	2020-10-30	JADDEI01	14650
GCA_015150255.1	ASM1515025v1	Homo sapiens					BC03201	male		Scaffold	2020-10-30	JADDEJ01	14651
GCA_015074545.1	ASM1507454v1	Homo sapiens					T2	female		Scaffold	2020-10-29	JADDYV01	15067
GCA_015074585.1	ASM1507458v1	Homo sapiens					T2	female		Scaffold	2020-10-29	JADDYW01	15067
GCA_015086735.1	ASM1508673v1	Homo sapiens					LLD0024C	male		Scaffold	2020-10-29	JADEAX01	16335
GCA_015145105.1	ASM1514510v1	Homo sapiens					GM20587	female		Scaffold	2020-10-30	JADCVB01	19090
GCA_015146255.1	ASM1514625v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYX01	15283
GCA_015146615.1	ASM1514661v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYW01	15283
GCA_015110655.1	ASM1511065v1	Homo sapiens					LLD0060C	male		Scaffold	2020-10-29	JADECP01	15634
GCA_015102475.1	ASM1510247v1	Homo sapiens					LLD0045C	male		Scaffold	2020-10-29	JADEBY01	15418
GCA_015074485.1	ASM1507448v1	Homo sapiens					VGHT-IPS06	male		Scaffold	2020-10-29	JADDYT01	14651
GCA_015121565.1	ASM1512156v1	Homo sapiens					LLD0095C	male		Scaffold	2020-10-29	JADEED01	18753
GCA_015086715.1	ASM1508671v1	Homo sapiens					LLD0024C	male		Scaffold	2020-10-29	JADEAY01	16335
GCA_015107175.1	ASM1510717v1	Homo sapiens					LLD0058C	male		Scaffold	2020-10-29	JADECL01	15659
GCA_015074565.1	ASM1507456v1	Homo sapiens					VGHT-IPS06	male		Scaffold	2020-10-29	JADDYU01	14651
GCA_015102535.1	ASM1510253v1	Homo sapiens					LLD0045C	male		Scaffold	2020-10-29	JADEBX01	15418
GCA_015121525.1	ASM1512152v1	Homo sapiens					LLD0095C	male		Scaffold	2020-10-29	JADEEE01	18753
GCA_015120705.1	ASM1512070v1	Homo sapiens					LLD0085C	male		Scaffold	2020-10-29	JADEDT01	15596
GCA_015120605.1	ASM1512060v1	Homo sapiens					LLD0087C	female		Scaffold	2020-10-29	JADEDV01	14851
GCA_015120635.1	ASM1512063v1	Homo sapiens					LLD0085C	male		Scaffold	2020-10-29	JADEDU01	15596
GCA_015109095.1	ASM1510909v1	Homo sapiens					LLD0058C	male		Scaffold	2020-10-29	JADECM01	15659
GCA_015120665.1	ASM1512066v1	Homo sapiens					LLD0087C	female		Scaffold	2020-10-29	JADEDW01	14850
GCA_015147135.1	ASM1514713v1	Homo sapiens					BC00702	female		Scaffold	2020-10-30	JADDAW01	14522
GCA_015147685.1	ASM1514768v1	Homo sapiens					BC00702	female		Scaffold	2020-10-30	JADDAX01	14522
GCA_015101755.1	ASM1510175v1	Homo sapiens					LLD0043C	male		Scaffold	2020-10-29	JADEBT01	15722
GCA_015146515.1	ASM1514651v1	Homo sapiens					HG03838	female		Scaffold	2020-10-30	JADCZM01	19721
GCA_015101675.1	ASM1510167v1	Homo sapiens					LLD0044C	male		Scaffold	2020-10-29	JADEBW01	15851
GCA_015101655.1	ASM1510165v1	Homo sapiens					LLD0044C	male		Scaffold	2020-10-29	JADEBV01	15851
GCA_015101705.1	ASM1510170v1	Homo sapiens					LLD0043C	male		Scaffold	2020-10-29	JADEBU01	15722
GCA_015093335.1	ASM1509333v1	Homo sapiens					LLD0028C	female		Scaffold	2020-10-29	JADEBC01	15356
GCA_015081335.1	ASM1508133v1	Homo sapiens					LLD0018C-2	male		Scaffold	2020-10-29	JADEAR01	16042
GCA_015146315.1	ASM1514631v1	Homo sapiens					HG03838	female		Scaffold	2020-10-30	JADCZN01	19708
GCA_015089695.1	ASM1508969v1	Homo sapiens					LLD0028C	female		Scaffold	2020-10-29	JADEBB01	15355
GCA_015076165.1	ASM1507616v1	Homo sapiens					LLD0004C	male		Scaffold	2020-10-29	JADEAD01	15423
GCA_015076135.1	ASM1507613v1	Homo sapiens					LLD0004C	male		Scaffold	2020-10-29	JADEAE01	15423
GCA_015121645.1	ASM1512164v1	Homo sapiens					LLD0096C	male		Scaffold	2020-10-29	JADEEG01	16134
GCA_015121625.1	ASM1512162v1	Homo sapiens					LLD0096C	male		Scaffold	2020-10-29	JADEEF01	16134
GCA_015081215.1	ASM1508121v1	Homo sapiens					LLD0018C-2	male		Scaffold	2020-10-29	JADEAS01	16042
GCA_015126875.1	ASM1512687v1	Homo sapiens					LLD0125C	male		Scaffold	2020-10-29	JADEFZ01	17571
GCA_015126915.1	ASM1512691v1	Homo sapiens					LLD0125C	male		Scaffold	2020-10-29	JADEGA01	17570
GCA_015146475.1	ASM1514647v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZK01	14439
GCA_015098195.1	ASM1509819v1	Homo sapiens					LLD0034C	male		Scaffold	2020-10-29	JADEBM01	15460
GCA_015146195.1	ASM1514619v1	Homo sapiens						male		Scaffold	2020-10-30	JADCZL01	14439
GCA_015075045.1	ASM1507504v1	Homo sapiens					FB001	female		Scaffold	2020-10-29	JADDZL01	16314
GCA_015110585.1	ASM1511058v1	Homo sapiens					LLD0066C	male		Scaffold	2020-10-29	JADECU01	16083
GCA_015076085.1	ASM1507608v1	Homo sapiens					FB012	female		Scaffold	2020-10-29	JADEAB01	15179
GCA_015098235.1	ASM1509823v1	Homo sapiens					LLD0034C	male		Scaffold	2020-10-29	JADEBL01	15459
GCA_015147405.1	ASM1514740v1	Homo sapiens					BC00102	female		Scaffold	2020-10-30	JADCZY01	15437
GCA_015159295.1	ASM1515929v1	Homo sapiens					NTUH-F08F	male		Scaffold	2020-10-30	JADEKF01	15785
GCA_015110535.1	ASM1511053v1	Homo sapiens					LLD0066C	male		Scaffold	2020-10-29	JADECT01	16083
GCA_015121975.1	ASM1512197v1	Homo sapiens					LLD0105C	female		Scaffold	2020-10-29	JADEEV01	17012
GCA_015122005.1	ASM1512200v1	Homo sapiens					LLD0105C	female		Scaffold	2020-10-29	JADEEW01	17012
GCA_015075845.1	ASM1507584v1	Homo sapiens					FB001	female		Scaffold	2020-10-29	JADDZM01	16313
GCA_015147025.1	ASM1514702v1	Homo sapiens					BC00102	female		Scaffold	2020-10-30	JADCZZ01	15435
GCA_015159315.1	ASM1515931v1	Homo sapiens					NTUH-F08F	male		Scaffold	2020-10-30	JADEKG01	15787
GCA_015145955.1	ASM1514595v1	Homo sapiens					HG02623	male		Scaffold	2020-10-30	JADCYI01	22413
GCA_015125915.1	ASM1512591v1	Homo sapiens					LLD0121C	female		Scaffold	2020-10-29	JADEFR01	16919
GCA_015145775.1	ASM1514577v1	Homo sapiens					HG02623	male		Scaffold	2020-10-30	JADCYJ01	22410
GCA_015076205.1	ASM1507620v1	Homo sapiens					FB012	female		Scaffold	2020-10-29	JADEAC01	15179
GCA_015125955.1	ASM1512595v1	Homo sapiens					LLD0121C	female		Scaffold	2020-10-29	JADEFS01	16919
GCA_015107275.1	ASM1510727v1	Homo sapiens					LLD0057C	female		Scaffold	2020-10-29	JADECJ01	15240
GCA_015100115.1	ASM1510011v1	Homo sapiens					LLD0037C	male		Scaffold	2020-10-29	JADEBP01	16168
GCA_015107195.1	ASM1510719v1	Homo sapiens					LLD0057C	female		Scaffold	2020-10-29	JADECK01	15240
GCA_015147725.1	ASM1514772v1	Homo sapiens					BC01302	female		Scaffold	2020-10-30	JADDBQ01	14551
GCA_015095795.1	ASM1509579v1	Homo sapiens					LLD0033C	female		Scaffold	2020-10-29	JADEBK01	15010
GCA_015095755.1	ASM1509575v1	Homo sapiens					LLD0033C	female		Scaffold	2020-10-29	JADEBJ01	15012
GCA_015147465.1	ASM1514746v1	Homo sapiens					BC01302	female		Scaffold	2020-10-30	JADDBR01	14551
GCA_015100055.1	ASM1510005v1	Homo sapiens					LLD0037C	male		Scaffold	2020-10-29	JADEBQ01	16166
GCA_015102375.1	ASM1510237v1	Homo sapiens					LLD0046C	female		Scaffold	2020-10-29	JADECA01	15660
GCA_015147765.1	ASM1514776v1	Homo sapiens					BC01201	male		Scaffold	2020-10-30	JADDBK01	14995
